Le nombre de site (720 min)
151
Les sites 
47 5 7 59 44 5 69 2 19 55 32 47 24 29 19 13 22 75 49 63 21 47 36 31 30 42 64 22 76 9 47 14 16 61 27 73 36 21 22 15 31 74 7 47 38 67 47 48 9 56 8 15 11 35 50 65 13 44 9 14 39 32 27 52 56 40 62 30 37 46 27 44 36 51 10 56 49 43 46 65 31 17 25 8 73 4 48 70 74 0 66 59 24 50 60 67 47 46 34 45 17 12 74 71 43 39 37 29 50 75 34 23 68 11 11 7 21 48 45 56 21 39 68 18 28 42 43 4 71 55 53 58 12 59 64 32 10 2 21 69 27 74 49 51 62 72 11 71 34 55 14 
32 34 56 29 21 44 3 21 64 74 41 10 21 40 56 45 10 75 51 70 30 63 62 3 2 42 34 7 42 8 10 76 38 2 38 40 32 70 22 73 43 31 29 34 39 18 20 20 6 38 11 30 18 35 19 76 69 34 46 56 74 34 16 64 48 48 72 9 43 75 39 43 5 32 51 13 51 24 18 28 46 68 36 59 11 73 7 46 4 3 0 40 29 22 19 12 23 73 18 58 49 74 29 37 32 72 49 71 74 71 10 42 15 38 63 35 75 34 39 20 62 73 30 45 40 42 53 53 54 50 41 24 49 57 49 9 33 62 60 22 3 40 6 40 36 27 42 11 28 49 71 
35 67 6 20 54 35 42 36 70 36 71 58 57 55 57 54 73 68 38 41 18 72 37 17 43 28 9 63 67 24 40 13 63 4 28 71 48 71 5 76 73 33 47 33 57 49 34 16 66 18 75 19 63 33 68 7 62 49 12 7 39 26 14 9 5 35 14 76 40 19 76 40 68 15 56 25 6 13 22 40 53 37 20 42 29 7 29 75 39 43 58 0 44 20 16 5 25 56 42 62 67 37 53 41 29 47 27 44 50 33 58 7 8 57 27 27 56 4 23 70 51 70 73 69 7 23 46 8 3 76 69 56 22 67 36 17 32 45 64 45 50 31 24 35 14 74 66 15 62 39 41 
35 26 2 14 66 72 58 30 28 41 38 6 41 44 70 25 12 35 9 49 8 61 52 42 58 21 24 5 75 72 59 10 14 23 4 66 56 23 43 23 3 48 46 63 24 56 61 40 7 41 42 47 66 65 6 66 24 15 36 46 40 13 48 23 74 67 36 57 51 12 73 74 44 58 57 5 56 10 36 6 40 73 31 52 48 9 18 31 2 41 46 28 0 51 66 42 50 63 35 42 13 60 51 3 8 7 17 61 20 8 34 39 8 53 50 30 73 47 21 69 12 22 58 12 60 61 4 11 42 25 68 47 53 27 18 60 31 5 19 12 18 51 42 32 21 48 34 12 65 4 20 
8 41 55 11 57 24 29 67 43 27 10 17 4 2 55 48 30 8 56 55 21 56 32 38 35 48 9 12 67 71 72 74 21 9 22 37 8 16 68 30 5 33 17 62 39 5 58 67 72 45 25 18 70 61 5 73 43 59 57 8 15 46 15 76 70 12 51 36 43 2 9 76 63 57 42 68 31 52 18 67 70 46 28 30 64 4 74 72 13 21 25 64 71 0 58 36 45 57 65 26 10 41 66 73 74 20 70 36 59 70 73 74 48 56 71 49 39 67 21 68 51 67 49 52 20 71 31 67 9 67 75 32 21 55 21 71 31 14 12 34 10 3 21 70 76 3 7 63 48 73 49 
37 65 75 57 74 41 34 44 66 20 62 69 22 39 25 26 57 76 3 50 21 11 10 27 48 8 66 25 15 7 34 52 25 52 31 53 69 45 21 4 23 24 36 47 40 25 60 10 38 24 7 57 7 52 42 44 76 14 8 33 65 9 64 70 24 36 2 62 74 13 8 17 25 46 15 63 64 70 66 33 14 51 74 8 44 13 70 24 14 71 6 30 39 4 0 14 58 32 37 72 36 51 64 49 50 23 58 6 46 8 9 72 2 20 27 7 40 50 11 67 6 42 45 42 8 46 70 23 20 10 28 59 57 48 45 51 39 30 33 26 26 65 15 70 34 11 32 73 68 54 11 
38 31 23 56 63 30 73 41 74 54 21 9 45 14 7 14 22 15 45 25 47 2 36 2 64 24 51 73 48 36 52 45 54 57 44 36 37 40 70 24 4 16 42 52 25 3 56 15 34 33 63 63 18 14 46 20 47 41 29 30 12 25 74 69 68 57 13 4 48 12 30 14 75 7 52 39 53 65 19 35 75 26 68 44 29 28 2 60 75 53 58 27 56 17 66 0 26 48 9 74 43 34 72 28 8 16 55 33 70 61 66 15 71 55 55 42 70 35 27 69 11 54 54 37 3 43 70 49 60 46 33 58 22 42 5 41 31 15 65 44 53 64 42 33 66 22 31 5 52 69 25 
28 5 47 3 68 52 62 4 4 2 75 54 62 75 19 60 3 64 69 43 11 37 2 54 36 31 5 65 50 8 2 42 70 17 8 7 12 51 21 12 17 9 37 6 20 19 69 35 2 51 17 20 27 25 35 25 58 31 22 33 4 8 60 39 21 75 58 18 11 47 4 16 27 55 17 16 66 45 61 51 63 44 22 71 7 11 63 67 4 60 32 22 72 40 13 22 0 48 25 68 12 68 22 35 74 17 69 73 22 34 18 45 75 9 4 47 8 22 8 30 58 42 9 47 35 10 72 20 43 52 30 36 64 40 64 58 66 15 10 46 68 74 18 74 64 10 65 23 4 57 58 
55 34 44 65 13 4 47 40 47 37 35 37 37 69 37 72 61 12 36 73 55 50 5 5 3 46 61 61 21 7 9 47 54 55 9 44 32 46 22 20 58 38 76 16 25 39 41 73 4 32 35 22 45 11 12 65 17 41 61 5 2 47 32 64 57 66 49 30 7 29 53 58 9 44 48 67 13 49 50 33 23 23 22 23 57 62 51 49 49 48 6 10 68 25 4 26 60 0 43 62 22 53 73 74 29 17 75 32 67 44 68 7 33 19 65 15 42 7 73 38 68 44 21 22 63 19 26 16 60 6 21 65 57 65 45 33 52 22 14 46 72 53 26 51 51 55 69 34 46 60 16 
54 10 36 41 11 63 59 59 19 15 60 73 19 39 39 29 40 34 22 24 47 31 60 46 8 66 33 40 8 51 54 47 73 63 20 64 11 71 22 70 76 33 12 6 10 57 28 49 20 38 27 39 35 67 21 52 76 25 33 71 49 65 73 41 23 22 40 44 70 65 52 43 43 20 45 36 9 14 25 2 29 47 31 40 67 20 37 75 48 64 8 37 59 68 38 43 45 13 0 15 37 51 65 55 35 21 41 56 14 32 23 18 64 43 9 44 6 59 15 53 37 42 51 61 18 12 43 64 15 65 13 14 67 10 74 15 62 58 17 74 58 44 53 69 34 54 48 40 62 64 19 
57 71 76 58 60 61 63 12 5 23 67 20 54 5 38 10 68 39 11 29 20 57 56 65 15 61 13 71 73 39 23 48 52 12 31 49 6 45 43 26 50 68 51 20 24 65 17 16 45 59 34 6 72 54 63 61 51 43 71 13 25 75 18 59 70 58 18 35 10 33 56 43 9 20 39 10 72 14 44 10 33 54 54 41 72 31 5 59 66 15 38 40 72 6 70 37 12 73 56 0 7 3 37 75 5 76 72 28 14 12 73 13 9 18 32 45 51 25 69 49 72 2 69 6 76 71 68 65 30 70 23 15 15 54 63 63 49 30 74 43 15 55 52 16 11 74 47 54 30 63 73 
74 3 24 70 59 11 19 29 60 8 16 6 43 11 28 21 71 35 21 34 70 36 3 68 5 31 42 35 53 8 75 29 44 55 72 26 45 31 29 62 21 56 34 45 28 65 55 36 14 14 54 28 67 48 63 69 22 58 42 5 53 7 64 39 33 35 57 11 48 61 37 27 9 16 26 13 68 73 30 54 32 63 50 73 16 28 56 16 48 28 36 18 11 42 42 37 47 20 13 46 0 4 32 48 57 73 67 8 34 59 64 42 32 74 2 53 12 49 57 46 27 23 12 50 36 61 38 49 25 71 70 69 75 55 44 13 71 74 53 76 34 43 21 62 12 29 15 43 6 64 38 
70 65 54 45 56 14 56 27 45 2 50 51 75 71 49 23 38 5 4 36 23 45 32 10 36 66 74 58 6 8 24 7 11 7 69 14 39 65 39 51 25 23 19 30 72 74 28 68 18 4 27 9 5 40 11 18 20 21 66 10 15 41 65 39 27 7 45 46 9 37 41 56 42 2 2 35 65 52 66 26 2 38 74 75 10 26 17 69 28 57 4 50 8 64 69 63 35 36 7 48 33 0 5 36 64 26 65 12 35 55 18 23 24 50 25 65 64 58 39 72 74 38 4 8 53 57 63 55 34 68 16 61 7 28 52 12 55 48 47 66 76 11 17 16 27 58 20 53 50 66 70 
40 21 3 15 60 25 20 33 53 16 73 35 71 15 12 7 66 8 19 47 42 68 75 66 74 26 26 26 44 64 73 61 51 13 10 8 38 44 61 6 39 17 30 49 61 67 62 62 62 49 11 37 16 62 14 12 60 23 52 12 62 56 30 37 12 10 2 62 54 33 3 19 29 25 5 53 56 9 4 59 31 25 46 51 44 60 31 11 21 9 22 45 29 45 54 24 14 42 19 57 17 2 0 63 37 44 56 67 45 40 6 45 70 59 36 23 62 19 47 49 45 63 58 17 15 12 12 51 15 70 12 22 13 70 59 41 22 31 74 2 47 41 26 28 48 33 46 43 4 46 73 
12 2 66 15 71 47 20 46 60 23 62 72 48 6 13 40 70 42 19 67 56 59 11 19 5 28 8 34 59 67 71 41 52 23 59 18 8 75 2 72 3 17 47 2 63 56 25 3 17 68 50 15 20 10 8 25 44 40 20 23 40 59 70 21 42 71 21 58 31 76 51 13 70 35 38 59 13 34 72 40 50 53 33 2 76 76 72 41 54 37 44 10 49 15 73 22 50 9 10 27 31 9 38 0 37 5 7 11 9 58 16 75 6 24 29 16 63 76 74 10 66 69 66 31 30 44 15 9 29 70 37 53 6 17 66 54 27 19 70 22 73 18 54 36 11 70 48 3 13 20 70 
27 12 70 58 4 11 59 25 55 73 47 50 4 48 48 10 57 66 68 23 14 38 14 35 33 56 2 6 5 66 39 2 68 34 57 63 66 67 6 45 47 51 13 60 60 52 57 9 50 68 32 71 25 35 13 46 64 68 71 47 67 21 19 53 5 76 67 15 37 73 61 36 41 16 17 8 16 43 72 33 74 22 63 47 9 41 39 37 39 12 11 23 49 29 64 6 22 13 56 7 60 39 65 18 0 26 13 32 28 54 4 44 30 22 40 48 30 38 45 22 71 13 64 3 39 15 75 67 31 4 60 58 15 44 41 73 72 14 13 4 53 43 41 34 50 75 18 41 45 75 28 
27 39 37 43 70 37 9 22 63 6 44 65 51 20 45 68 44 59 45 9 15 21 34 24 21 63 7 32 57 76 58 40 46 47 66 22 74 30 63 16 64 4 67 35 30 21 29 16 51 21 46 16 65 26 7 45 38 65 57 51 37 75 73 76 38 24 74 27 66 37 27 41 3 68 44 67 45 20 65 73 21 71 14 66 74 75 29 72 5 52 68 26 21 61 2 21 73 34 64 19 64 67 43 58 32 0 5 16 26 11 68 15 29 18 54 63 9 14 9 8 54 57 14 50 15 9 18 21 66 38 37 57 26 75 36 23 4 47 24 13 32 9 52 35 12 71 54 6 65 52 16 
56 25 28 11 61 68 53 65 59 34 10 65 21 2 8 47 28 10 29 54 13 52 17 47 65 75 70 24 16 53 64 58 70 55 39 9 63 53 23 55 12 35 69 27 38 46 13 34 62 4 7 46 65 23 16 3 7 53 30 39 14 41 68 18 63 49 17 75 62 2 40 17 51 51 36 15 9 58 44 54 53 74 74 58 44 16 32 73 38 35 18 12 41 16 38 12 7 64 14 56 23 40 12 12 5 71 0 25 7 13 66 2 36 51 47 61 35 6 24 38 57 71 4 19 55 73 30 7 60 48 56 62 68 63 67 35 30 76 5 27 44 59 64 33 18 69 76 59 53 65 50 
3 28 30 17 6 47 52 41 16 50 16 7 72 3 74 6 69 20 20 29 49 70 55 20 63 34 59 2 64 76 9 54 9 73 49 63 8 39 60 26 14 34 38 40 37 8 43 66 28 4 12 30 17 39 56 75 52 56 48 6 25 76 28 70 14 30 16 4 41 12 47 11 6 43 64 30 21 56 71 54 71 20 74 31 59 15 37 13 29 16 35 24 44 10 51 33 27 47 24 16 13 40 27 75 19 20 63 0 73 30 34 26 33 72 21 18 34 76 28 4 57 18 55 9 48 47 76 25 39 43 14 4 17 51 22 3 52 19 35 14 52 14 16 45 76 26 64 23 8 64 34 
57 26 43 36 26 47 57 13 60 40 48 65 48 36 5 32 14 48 44 24 59 15 10 52 23 33 50 67 16 3 44 67 32 28 66 61 24 57 56 41 9 63 66 14 13 74 44 76 50 34 30 56 27 35 18 73 31 23 55 54 72 63 25 21 50 70 28 47 71 62 59 25 3 14 76 28 57 37 51 17 8 55 5 56 54 49 31 44 25 27 70 32 49 72 47 51 54 37 14 23 55 19 28 75 66 55 57 8 0 69 70 55 75 35 48 11 53 64 27 15 56 42 62 72 10 22 68 73 12 49 56 6 58 59 7 19 69 40 55 69 58 38 75 38 37 24 54 2 15 28 51 
47 47 50 75 7 71 38 74 12 6 15 41 25 65 40 7 71 17 68 7 47 45 47 23 35 5 20 26 53 42 40 64 47 54 34 18 45 45 58 44 71 25 59 24 16 46 23 70 27 51 27 63 46 61 45 20 70 19 4 37 50 16 20 28 26 12 22 3 26 57 60 20 50 62 59 47 53 28 26 19 20 3 12 19 13 24 68 61 30 21 54 38 72 28 6 11 68 2 2 41 48 47 23 66 21 2 74 40 17 0 37 59 15 36 74 5 53 76 47 71 32 57 48 50 56 15 76 27 66 20 7 72 67 23 38 5 41 70 46 24 71 42 8 71 54 12 13 5 39 54 60 
47 52 13 50 28 5 11 51 10 70 12 51 47 12 61 75 54 7 19 27 67 47 60 74 4 18 3 59 61 11 36 56 36 12 68 40 2 64 8 29 43 64 52 44 38 26 17 36 59 12 31 8 63 13 61 74 12 39 46 40 17 49 29 62 55 48 19 60 63 74 49 20 7 75 43 30 12 23 29 11 15 69 35 31 9 64 5 29 20 24 27 72 47 67 59 46 43 8 59 71 48 25 56 49 71 46 72 66 46 52 0 45 31 51 40 40 24 31 53 45 68 4 44 25 24 54 7 33 10 58 52 44 63 5 12 28 32 61 40 74 42 69 42 59 55 46 50 56 68 27 69 
75 16 28 8 26 45 22 2 4 5 18 50 44 18 22 46 49 4 43 12 57 20 19 13 13 40 68 8 67 62 52 8 64 71 17 31 49 15 21 43 17 9 70 54 40 53 61 7 76 43 63 65 67 63 14 32 76 51 8 55 29 74 61 56 61 74 71 30 59 40 6 51 45 5 28 23 4 44 30 22 49 7 33 52 69 66 26 23 15 58 68 35 56 54 66 72 11 16 40 64 9 70 58 14 46 19 61 62 6 17 29 0 56 70 35 20 43 70 36 64 52 25 4 56 61 44 14 12 61 17 61 4 74 7 70 48 59 44 53 29 66 22 16 13 64 49 56 55 73 28 12 
30 23 38 10 21 70 28 75 10 16 74 52 7 58 19 20 73 48 28 58 57 4 58 72 12 34 70 31 76 52 34 56 25 56 39 37 50 72 40 58 62 20 17 24 53 65 31 25 74 22 25 10 11 67 41 13 18 23 76 67 70 8 47 18 14 47 5 19 25 5 6 50 60 68 17 29 64 47 41 42 17 37 30 68 70 19 61 43 25 29 75 71 42 74 62 9 25 27 8 12 31 71 18 6 19 49 12 74 9 64 34 49 0 21 71 47 74 76 5 30 69 54 48 52 31 58 51 76 66 47 48 41 26 13 6 17 65 36 7 41 24 30 16 38 34 61 65 62 48 21 64 
53 3 8 62 14 18 62 42 63 51 66 3 44 68 20 20 69 43 34 47 50 75 28 38 27 10 23 64 73 70 38 3 55 16 21 64 63 56 70 12 3 63 67 35 38 16 24 71 12 60 50 21 63 39 45 76 40 30 15 69 59 52 53 76 31 63 26 19 30 21 40 4 33 23 71 56 47 49 72 70 10 59 22 61 21 49 23 63 59 36 38 37 34 41 11 33 26 34 20 18 3 58 37 65 61 62 58 42 9 7 56 75 27 0 60 46 37 53 31 36 21 44 26 11 69 63 21 13 38 36 29 38 21 32 16 5 50 8 32 76 68 35 14 21 76 4 30 23 49 46 10 
60 59 6 47 39 41 67 17 73 13 11 59 51 65 48 57 13 34 43 57 30 67 65 21 53 4 31 12 43 40 21 22 65 60 30 16 35 44 23 63 62 57 22 10 40 20 26 74 22 30 5 69 75 31 42 22 16 71 51 8 52 71 38 17 32 48 74 8 48 56 56 68 57 3 52 56 9 65 44 29 61 49 59 26 59 69 61 10 73 21 62 53 26 73 15 33 45 30 74 39 54 38 37 4 5 51 32 23 41 4 68 74 68 12 0 50 24 76 14 61 36 69 48 45 69 6 21 64 29 33 67 36 37 30 11 75 14 12 42 42 15 34 68 55 61 33 69 28 11 70 14 
72 55 72 41 37 47 3 8 69 40 4 18 68 25 24 72 22 30 40 5 62 65 9 36 35 19 48 33 54 20 7 20 32 27 9 75 41 53 33 54 60 74 35 63 15 21 48 66 47 2 58 18 37 40 45 19 7 18 42 70 19 50 62 13 20 64 51 13 32 25 39 4 50 7 17 57 58 19 18 48 28 49 71 32 40 22 28 56 36 17 59 63 64 19 50 17 26 8 56 48 4 14 34 51 66 5 76 17 71 60 69 15 26 43 23 0 31 6 32 65 60 26 11 60 52 2 47 11 12 18 26 20 34 36 13 33 25 14 50 38 33 39 49 54 2 7 28 2 35 75 73 
61 56 24 36 59 54 53 76 63 49 43 46 68 44 64 19 39 26 51 70 66 8 58 19 44 2 33 35 48 27 71 49 55 4 5 31 8 68 35 73 73 20 65 31 6 73 12 14 48 25 71 65 58 28 54 34 75 32 40 67 14 25 49 73 35 64 33 12 2 32 9 47 3 72 14 6 47 6 54 41 17 26 40 35 14 63 27 24 55 37 49 4 22 45 3 23 25 11 16 8 25 22 20 41 20 63 72 16 46 18 25 21 70 41 12 11 0 11 28 24 6 67 67 62 61 23 40 61 19 41 42 12 33 33 75 44 21 8 66 13 48 38 69 48 51 27 59 52 27 40 76 
12 53 28 16 43 34 7 35 13 57 16 15 8 37 72 23 63 69 15 18 42 14 75 50 75 43 55 38 72 25 44 5 49 69 59 33 17 60 35 53 69 55 69 14 35 2 28 43 20 59 38 65 20 16 33 51 15 27 56 64 48 66 11 24 19 68 66 59 67 74 51 53 37 47 28 46 8 64 12 8 60 65 44 24 15 12 47 15 14 40 10 26 7 66 47 49 44 35 66 76 75 7 32 60 48 42 5 30 72 72 19 10 74 3 32 8 42 0 65 34 10 39 47 38 43 67 21 25 60 42 64 13 5 72 39 7 21 35 45 74 8 19 34 21 8 63 49 52 71 21 39 
42 35 54 25 26 49 22 9 46 17 55 18 7 34 41 4 66 27 6 64 64 34 65 27 71 68 48 52 4 67 71 53 12 19 55 48 72 31 17 27 41 72 5 41 44 31 3 60 15 75 63 65 27 29 42 30 7 48 33 22 31 3 51 11 45 48 5 2 65 19 6 45 13 72 76 51 46 36 28 46 9 71 24 48 76 11 19 36 53 44 36 38 7 61 48 40 18 10 49 32 47 69 66 51 52 71 54 15 65 72 40 46 40 32 21 70 21 62 0 34 45 21 52 50 51 63 9 26 44 65 67 51 2 16 28 16 65 14 42 40 19 57 55 6 30 53 8 30 5 53 56 
56 56 8 3 10 38 51 55 57 4 62 63 69 2 34 42 54 5 52 59 65 15 10 5 19 21 16 22 69 5 48 17 28 70 20 76 13 2 54 46 20 74 12 18 70 74 42 68 19 65 8 17 58 65 41 53 54 62 62 25 27 50 14 16 65 54 63 29 47 60 42 76 60 9 76 45 55 22 45 40 26 17 55 69 56 6 76 39 70 4 14 9 46 49 9 65 56 26 46 58 40 9 62 75 66 5 11 60 44 7 46 31 6 39 8 11 12 55 46 0 30 70 17 33 38 39 48 23 17 53 30 45 37 15 7 44 18 21 52 42 49 73 58 74 40 52 45 63 28 64 41 
42 46 41 5 61 13 23 21 64 40 13 45 17 15 76 59 51 15 46 13 35 4 28 56 54 24 32 3 50 36 16 24 43 12 42 4 38 20 60 75 76 25 31 36 50 47 68 15 14 37 69 6 17 70 11 27 36 6 2 16 34 5 9 41 35 52 76 50 56 37 15 73 61 20 52 34 16 2 58 5 3 12 27 45 59 16 35 59 68 52 14 47 26 10 61 12 23 37 72 51 37 69 41 17 8 5 42 43 73 36 36 7 64 16 3 50 7 5 57 15 0 2 36 22 18 14 45 20 44 51 68 26 37 55 38 4 5 54 75 35 46 38 24 21 71 22 31 72 58 25 9 
40 39 55 28 64 74 61 38 2 74 22 66 37 36 2 12 75 21 30 39 40 18 40 69 21 30 59 68 43 50 56 19 56 41 8 28 76 22 36 67 17 50 66 55 45 64 54 43 29 36 13 47 3 31 3 67 24 11 33 35 34 71 40 28 50 66 57 25 36 12 34 36 22 76 4 8 47 43 61 48 46 14 70 75 65 18 12 9 11 24 7 60 10 17 12 60 68 7 34 66 35 48 36 19 5 44 30 68 72 49 18 58 70 12 53 11 40 22 16 44 70 0 36 45 42 17 27 6 47 5 2 75 68 48 15 43 46 18 45 17 49 50 15 61 43 75 29 3 74 61 61 
12 33 68 34 25 39 5 29 23 34 27 55 45 65 68 29 59 62 63 38 2 36 56 8 65 50 68 8 54 18 56 28 41 9 6 30 56 6 71 2 61 21 72 33 28 10 24 30 71 27 39 15 39 22 24 75 19 75 39 31 76 49 18 13 20 9 40 67 30 30 58 56 19 31 35 57 54 38 48 33 67 31 17 48 3 18 18 26 30 57 25 72 23 45 25 16 25 72 40 53 43 12 13 56 53 28 73 11 16 4 38 14 27 60 62 51 25 47 14 36 66 11 0 50 38 67 19 49 30 31 62 69 48 4 50 76 55 12 64 10 48 22 34 70 22 41 71 8 21 54 26 
71 62 56 70 31 25 6 41 23 2 55 59 12 49 50 66 65 66 67 30 58 22 14 25 64 32 11 26 37 67 18 20 71 30 48 73 5 69 25 76 49 60 68 63 46 4 13 51 11 28 29 38 11 74 13 60 71 50 15 45 32 59 33 33 12 31 38 38 76 38 16 61 40 59 9 6 6 11 40 30 66 60 16 44 51 76 9 23 7 37 52 34 62 14 48 28 72 54 44 71 71 61 55 16 71 70 60 22 62 47 3 24 9 44 37 76 42 57 61 8 8 50 74 0 3 10 47 13 36 26 25 72 31 11 4 8 9 42 41 37 40 52 9 42 74 28 54 7 30 58 21 
20 45 36 5 3 61 34 18 23 45 5 2 28 4 57 24 4 44 8 54 7 73 40 56 36 75 67 34 40 55 19 29 22 34 6 9 6 2 56 38 35 19 34 40 48 51 27 66 35 61 57 61 67 19 8 40 28 53 39 31 58 50 54 39 18 35 32 68 38 52 37 35 47 32 68 30 68 16 49 55 42 8 52 10 7 17 72 46 27 28 59 48 16 27 65 17 26 13 22 35 35 70 44 72 4 35 21 23 66 57 27 26 33 40 21 32 20 66 35 26 35 43 43 9 0 40 2 7 27 32 53 11 29 46 28 71 19 13 15 44 63 64 49 41 52 74 51 52 17 66 41 
70 42 59 9 46 45 62 29 45 32 68 8 36 33 54 53 14 62 44 70 19 52 74 45 35 57 10 35 15 71 64 41 28 4 42 54 74 14 74 11 16 76 11 75 44 25 7 71 67 46 47 46 10 34 7 14 28 48 13 24 69 53 69 54 10 13 75 19 75 26 53 76 45 26 12 60 36 54 21 36 72 18 72 12 18 63 18 12 37 17 54 63 71 12 42 52 64 43 52 69 69 10 4 6 7 27 19 3 21 65 73 28 28 27 67 32 71 31 9 51 10 39 68 9 53 0 39 54 43 28 36 9 47 44 34 40 31 10 5 29 32 42 15 30 31 6 58 64 21 2 16 
41 46 5 2 58 75 69 3 5 71 31 36 72 72 4 23 33 47 70 14 67 11 43 29 42 56 55 15 62 33 32 20 59 31 29 43 43 69 19 32 18 40 18 64 5 2 70 63 65 35 48 51 43 7 69 30 57 10 69 4 2 56 44 35 73 71 13 13 4 3 65 26 67 2 74 19 43 47 28 25 42 59 14 49 39 35 40 29 39 27 14 76 3 29 42 21 33 32 72 23 42 65 64 62 15 34 60 30 67 41 6 75 39 30 5 55 58 10 29 13 34 60 9 51 30 65 0 74 24 38 50 70 49 14 53 52 11 31 72 61 25 39 62 46 48 68 63 56 49 49 15 
9 7 28 30 48 73 19 18 40 42 57 20 68 72 49 47 12 49 15 18 3 4 21 64 73 20 61 67 59 49 34 6 61 46 6 54 50 26 47 5 62 47 55 61 14 34 40 24 59 58 55 18 45 29 60 22 25 61 50 32 33 19 14 42 38 10 50 51 8 54 3 25 15 70 51 52 2 57 18 53 45 17 34 16 19 45 31 18 68 16 68 51 30 12 8 19 35 7 54 47 58 5 45 26 54 54 28 7 75 8 16 20 14 67 35 72 11 18 16 39 66 33 22 34 26 68 31 0 59 73 57 61 61 19 33 32 10 23 31 52 53 56 12 60 59 76 61 47 5 67 15 
68 49 5 51 60 55 61 66 36 45 30 14 25 74 69 45 39 53 12 45 2 10 36 66 36 11 11 16 28 7 70 14 48 49 45 29 42 46 37 36 55 18 67 54 67 75 62 66 42 53 23 69 26 7 36 19 39 61 62 18 38 21 5 27 51 6 53 31 64 58 25 17 52 64 64 59 24 20 38 27 42 59 76 42 34 44 70 70 10 15 73 17 43 16 20 17 74 68 16 18 16 20 70 27 10 48 66 51 64 29 3 4 13 11 16 62 73 36 56 32 57 59 70 39 50 13 7 45 0 44 52 75 41 62 68 70 61 47 48 5 15 35 39 39 70 35 4 8 61 74 29 
69 76 75 60 34 23 8 54 9 47 76 10 38 51 4 18 62 27 20 39 54 72 51 67 69 33 68 64 54 39 70 18 45 32 42 69 69 30 76 23 9 65 54 26 52 12 38 65 15 74 40 15 69 3 10 60 15 54 60 44 19 64 35 49 71 26 48 27 19 29 68 61 26 41 32 75 10 30 48 60 18 49 61 5 68 18 45 18 24 8 50 20 74 60 23 14 63 4 3 70 18 63 52 58 30 31 26 69 8 60 31 19 38 22 44 15 56 15 13 53 53 11 50 9 36 4 62 52 23 0 60 48 29 53 66 11 71 39 52 25 49 64 74 24 9 23 4 25 6 9 46 
57 21 21 10 4 46 29 75 6 34 68 4 40 39 35 55 30 3 64 3 5 71 59 50 17 45 27 54 26 29 52 24 69 69 12 71 46 72 24 71 26 36 60 28 30 10 24 31 11 14 45 13 40 60 74 15 41 17 51 50 54 4 9 23 63 38 20 47 58 47 32 8 41 46 22 35 11 17 16 14 32 26 27 65 33 4 19 31 46 25 42 7 32 54 76 48 76 25 6 76 22 64 51 17 31 49 43 43 42 37 44 45 71 21 34 24 48 14 34 73 3 13 34 44 13 67 8 43 64 17 0 66 16 7 39 51 26 11 24 33 22 53 14 15 18 46 62 55 45 10 26 
58 34 53 57 27 7 51 59 63 18 34 35 37 5 70 51 21 62 19 25 24 24 50 6 22 48 38 2 53 75 66 46 9 36 67 20 24 8 18 34 14 65 43 15 51 47 13 64 42 34 17 44 75 29 62 4 54 74 65 5 12 58 8 22 74 41 52 45 8 53 48 38 4 18 55 27 27 38 25 38 16 13 72 14 53 21 29 13 55 28 16 30 69 41 57 17 17 49 64 65 29 14 51 13 3 42 30 13 76 67 72 60 52 43 8 59 60 25 20 50 9 14 60 74 5 60 14 71 76 60 47 0 42 54 71 12 34 4 52 27 61 59 24 66 30 63 24 75 44 12 46 
28 34 72 5 23 7 39 29 50 52 9 35 65 28 6 65 5 7 58 55 7 71 56 26 53 49 61 63 67 5 52 10 66 73 9 61 72 39 48 16 3 30 58 19 11 12 4 46 2 60 7 47 75 22 68 7 71 71 68 5 46 31 22 37 45 25 54 20 36 53 66 3 45 40 66 30 73 42 28 37 74 60 25 64 30 33 62 64 10 11 60 27 55 13 7 63 65 43 67 47 35 26 24 53 22 38 30 21 38 29 34 50 75 13 35 65 65 73 38 64 63 61 19 52 35 19 19 35 32 35 46 2 0 30 11 47 59 65 55 30 8 33 42 37 20 16 3 10 12 8 20 
35 27 34 6 11 54 25 17 65 64 23 71 17 70 58 48 25 64 56 41 6 74 71 28 56 61 4 71 75 4 44 23 10 63 28 33 46 19 11 41 71 17 22 67 55 27 16 38 54 33 32 28 3 67 24 29 73 15 54 18 9 45 7 32 62 40 75 18 24 47 47 69 34 7 35 9 5 23 25 70 60 46 76 33 51 26 74 31 39 20 7 19 50 67 68 63 75 75 37 43 41 33 48 6 21 66 40 57 13 40 69 20 58 8 44 61 76 11 25 61 30 21 8 25 25 20 40 16 73 19 39 23 50 0 43 33 60 27 6 6 57 73 24 4 74 26 33 28 57 47 18 
2 60 67 25 59 64 5 29 59 10 52 23 76 3 22 3 12 37 40 68 64 58 18 6 69 60 69 47 51 69 3 3 16 68 22 67 56 54 13 76 49 3 28 43 16 34 74 6 7 62 68 45 15 2 44 45 26 55 5 3 46 40 71 69 75 58 11 49 20 26 24 12 17 58 27 68 56 46 62 58 58 23 65 38 32 25 2 74 33 71 63 3 69 58 24 15 16 29 42 17 29 55 24 6 28 63 43 73 37 51 51 65 61 62 42 54 15 62 70 22 17 4 5 65 43 72 60 40 76 32 26 71 26 24 0 73 37 29 44 41 30 41 56 23 8 64 12 66 66 24 50 
